transaction_id,user_id,transaction_date,raw_timestamp,region,city,product_category,price,quantity,sale_amount,status,age,subscription,store_id,email,username
T13915,ML-17410,2017-07-18,2017-07-18 20:54:28,West,Phoenix,Furniture,160.32,5,801.6,Completed,68,Premium,S10,,maris15
T16617,MV-18190,2016-06-17,2016-06-17 08:04:12,West,Los Angeles,Office Supplies,3.75,6,22.5,Completed,19,Premium,S06,mike.vittorini@example.com, 
T15052,KB-16240,2015-11-07,2015-11-07 17:08:14,East,Philadelphia,Office Supplies,12.2,2,24.4,Pending,49,Basic,S03,karen.bern@example.com,karen33
T12086,IM-15070,2016-06-23,2016-06-23 12:11:39,East,New York City,Office Supplies,3.69,5,18.45,Completed,50,Premium,S08,irene.maddox@example.com,irene36
T19427,AH-10585,2016-09-15,2016-09-15 08:52:11,West,Seattle,Office Supplies,7.08,5,35.4,Pending,30,Basic,S10,angele.hood@example.com,angele11
T16489,JW-16075,2015-03-21,2015-03-21 13:26:17,South,Jacksonville,Office Supplies,21.1,14,295.456,Completed,63,Free,S01,julia.west@example.com,julia84
T16789,JH-15910,2015-09-13,2015-09-13 09:35:27,South,Atlanta,Office Supplies,9.99,7,69.93,Failed,25,Basic,S07,jonathan.howell@example.com,jonathan62
T19879,BE-11455,2017-04-20,2017-04-20 19:18:52,East,Cleveland,Technology,40.79,3,122.382,Failed,64,Basic,S12,brad.eason@example.com,brad54
T17270,AG-10675,2016-01-14,2016-01-14 08:09:04,South,Concord,Furniture,39.47,8,315.776,Completed,31,Free,S04,anna.gayman@example.com,anna55
T17726,TS-21505,2016-09-25,2016-09-25 12:21:52,East,Cleveland,Office Supplies,12.11,2,24.224,Pending,66,Premium,S01,tony.sayre@example.com,tony28
T16749,AA-10375,2017-12-11,2017-12-11 20:45:00,East,New York City,Office Supplies,5.98,3,17.94,Failed,33,Free,S07,allen.armold@example.com,allen73
T13570,JK-15640,2017-07-03,2017-07-03 21:46:33,West,Seattle,Technology,399.2,6,2395.2,Pending,19,Premium,S04,jim.kriz@example.com,jim41
T10383,AS-10285,2016-10-28,2016-10-28 09:36:52,West,San Francisco,Office Supplies,16.51,3,49.536,Pending,61,Free,S09,alejandro.savely@example.com,alejandro34
T13640,PP-18955,2016-11-10,2016-11-10 12:06:46,East,Springfield,Office Supplies,4.62,1,4.624,Failed,32,Free,S12,paul.prost@example.com,paul87
T15176,CA-12265,2017-10-19,2017-10-19 08:02:57,Central,Waco,Furniture,109.47,3,328.3992,Completed,67,Basic,S04,christina.anderson@example.com,christina5
T14723,CK-12325,2017-09-01,2017-09-01 20:50:11,West,Seattle,Office Supplies,7.58,1,7.58,Pending,24,Premium,S01,christine.kargatis@example.com,christine29
T13415,GM-14695,2016-09-20,2016-09-20 10:11:37,West,San Francisco,Office Supplies,24.32,2,48.64,Pending,60,Free,S10,,greg16
T14271,SH-20635,2015-11-26,2015-11-26 18:55:33,South,Jackson,Furniture,62.95,11,692.472,,49,Basic,S02,stefanie.holloman@example.com,stefanie12
T14112,DL-13495,2015-12-25,2015-12-25 10:00:34,Central,Detroit,Office Supplies,5.78,3,17.34,Pending,69,Free,S10,dionis.lloyd@example.com,dionis85
T13034,AB-10060,2017-09-16,2017-09-16 18:02:02,East,Philadelphia,Office Supplies,5.18,4,20.736,Completed,52,Basic,S12,adam.bellavance@example.com,adam39
T13673,EH-14125,2016-04-08,2016-04-08 17:55:00,East,Troy,Office Supplies,8.87,1,8.872,Completed,31,Basic,S12,eugene.hildebrand@example.com,eugene84
T12168,HA-14920,2016-10-13,2016-10-13 19:33:56,Central,Laredo,Office Supplies,,7,6.286,Completed,18,Free,S10,helen.andreada@example.com,helen83
T12114,SG-20080,2015-10-31,2015-10-31 20:37:58,West,Redlands,Technology,323.96,4,1295.84,,46,Free,S02,sandra.glassco@example.com,sandra19
T14498,GW-14605,2017-12-02,2017-12-02 12:23:24,East,Philadelphia,Office Supplies,157.79,4,631.176,Completed,45,Premium,S07,giulietta.weimer@example.com,giulietta25
T19645,FO-14305,2017-06-08,2017-06-08 18:41:39,West,Glendale,Technology,12.79,7,89.544,Completed,21,Premium,S01,frank.olsen@example.com,frank23
T12923,DB-13270,2015-11-30,2015-11-30 17:03:20,Central,Austin,Office Supplies,1.29,3,3.882,,25,Basic,S04,deborah.brumfield@example.com,deborah71
T19735,NC-18535,2014-08-20,2014-08-20 18:53:42,South,Hampton,Office Supplies,896.99,1,896.99,Completed,32,Basic,S07,nick.crebassa@example.com,nick6
T18829,BB-11545,2015-06-05,2015-06-05 16:26:50,Central,Saint Charles,Office Supplies,5.28,2,10.56,Completed,25,Free,S04,brenda.bowman@example.com,brenda3
T17164,AH-10030,2014-04-22,2014-04-22 09:43:39,East,Troy,Office Supplies,30.98,8,247.84,Failed,45,Free,S04,aaron.hawkins@example.com,aaron76
T17261,EM-14140,2016-05-30,2016-05-30 09:18:48,Central,Superior,Technology,125.99,1,125.99,Completed,23,Premium,S10,eugene.moren@example.com,eugene13
T10302,JD-15895,2016-10-28,28/10/2016 10.11,East,Belleville,Furniture,19.4,4,77.6,Completed,29,Premium,S06,jonathan.doherty@example.com,jonathan90
T11693,HZ-14950,2016-03-14,2016-03-14 17:42:55,East,Columbus,Furniture,,5,21.88,Pending,30,Basic,S07,henia.zydlo@example.com,henia87
T18401,BD-11635,2015-12-05,2015-12-05 13:50:49,East,New York City,Office Supplies,46.48,5,232.4,Failed,28,Premium,S06,brian.derr@example.com,brian91
T12345,PV-18985,2016-02-22,2016-02-22 10:57:56,Central,Milwaukee,Office Supplies,54.48,9,490.32,Failed,26,Free,S01,paul.hugh@example.com,paul77
T19794,KH-16360,2014-05-21,2014-05-21 11:28:15,Central,Houston,Office Supplies,4.83,1,4.832,Pending,61,Free,S02,katherine.hughes@example.com,katherine30
T12016,AM-10705,2016-09-18,2016-09-18 20:24:38,South,Auburn,Office Supplies,225.02,4,900.08,Completed,42,Basic,S11,anne.mcfarland@example.com,anne49
T10251,KC-16540,2016-09-11,2016-09-11 12:22:55,West,San Diego,Office Supplies,7.61,1,7.61,Failed,55,Premium,S06,kelly.collister@example.com,kelly57
T15572,EA-14035,2014-12-05,2014-12-05 14:39:50,East,Columbus,Office Supplies,32.79,3,98.376,Pending,41,Free,S06,erin.ashbrook@example.com,erin96
T19684,EP-13915,2017-12-13,2017-12-13 08:51:50,West,San Francisco,Furniture,25.13,8,201.04,Completed,48,Free,S11,emily.phan@example.com,emily36
T15877,FG-14260,2014-05-21,2014-05-21 16:06:38,East,Lawrence,Office Supplies,63.98,7,447.86,Pending,34,Premium,S03,frank.gastineau@example.com,frank36
T17876,DK-12835,2017-09-09,2017-09-09 08:00:15,West,Portland,Office Supplies,,6,31.104,Completed,29,Basic,S05,damala.kotsonis@example.com,damala72
T13639,PP-18955,2016-11-10,2016-11-10 18:54:34,East,Springfield,Furniture,21.18,7,148.288,Pending,19,Premium,S09,paul.prost@example.com,paul84
T17033,EB-13750,2016-11-11,2016-11-11 16:40:05,East,New York City,Furniture,81.88,3,245.646,Completed,22,Free,S09,edward.becker@example.com,edward69
T13712,RS-19765,2017-10-15,2017-10-15 13:45:42,West,Los Angeles,Office Supplies,,5,204.95,Completed,47,Free,S10,roland.schwarz@example.com,roland39
T12839,TC-21295,2016-06-09,2016-06-09 16:48:14,South,Tallahassee,Technology,347.85,2,695.7,Pending,51,Basic,S04,toby.carlisle@example.com,toby64
T18480,SW-20245,2016-03-12,2016-03-12 11:14:13,West,Los Angeles,Office Supplies,9.99,2,19.98,Pending,19,Free,S03,scot.wooten@example.com,scot43
T13359,AF-10870,2016-05-06,2016-05-06 13:41:12,Central,Chicago,Office Supplies,1.6,2,3.208,Failed,56,Basic,S12,art.ferguson@example.com,art66
T15081,BD-11500,2017-11-25,2017-11-25 17:59:00,West,San Francisco,Office Supplies,10.48,1,10.48,Failed,59,Premium,S05,bradley.drucker@example.com,bradley10
T14239,MZ-17335,2017-03-26,2017-03-26 08:59:05,West,Seattle,Office Supplies,19.83,1,19.83,Completed,35,Free,S06,maria.zettner@example.com,maria28
T15386,CC-12220,2017-06-26,2017-06-26 16:55:49,East,Philadelphia,Technology,38.99,14,545.916,Completed,28,Basic,S04,chris.cortes@example.com,chris4
T17303,JK-15730,2014-11-18,2014-11-18 18:32:41,Central,Des Plaines,Office Supplies,76.34,5,381.72,Completed,61,Basic,S09,joe.kamberova@example.com,joe73
T12033,GB-14530,2016-12-09,2016-12-09 11:46:35,Central,Fort Worth,Office Supplies,4.7,2,9.392,Failed,45,Premium,S09,george.bell@example.com,george52
T15486,PB-19150,2014-12-12,2014-12-12 15:40:13,South,Miami,Office Supplies,7.82,3,23.472,,21,Free,S02,philip.brown@example.com,philip48
T11824,EA-14035,2016-02-16,2016-02-16 21:59:17,Central,Chicago,Office Supplies,5.18,1,5.184,Completed,21,Premium,S03,erin.ashbrook@example.com, 
T10855,GT-14710,2016-02-19,2016-02-19 12:37:52,East,New York City,Office Supplies,80.98,3,242.94,Failed,24,Free,S03,greg.tran@example.com,greg13
T14640,JF-15565,2016-09-11,2016-09-11 13:04:42,South,Newport News,Technology,199.99,8,1599.92,Completed,57,Basic,S01,,jill75
T14341,VM-21835,2014-03-22,2014-03-22 09:54:50,Central,Portage,Office Supplies,8.14,2,16.28,Pending,58,Premium,S02,vivian.mathis@example.com,vivian5
T14812,EB-14110,2016-11-14,2016-11-14 14:05:49,East,Philadelphia,Furniture,126.69,3,380.058,Failed,64,Premium,S08,eugene.barchas@example.com,eugene83
T10153,TW-21025,2016-03-13,2016-03-13 12:40:50,West,Scottsdale,Technology,101.59,2,203.184,Completed,19,Free,S10,tamara.willingham@example.com,tamara10
T13243,EG-13900,2017-03-31,2017-03-31 16:21:38,Central,Chicago,Office Supplies,1.04,13,13.468,Completed,46,Premium,S10,emily.grady@example.com,emily9
T11481,MK-18160,2016-12-02,2016-12-02 17:21:56,West,San Francisco,Office Supplies,5.78,7,40.46,Failed,68,Basic,S05,mike.kennedy@example.com,mike77
T16651,BF-11020,2017-09-08,2017-09-08 10:16:13,Central,Arlington,Office Supplies,9.18,5,45.92,Completed,42,Premium,S03,barry.französisch@example.com,barry75
T11128,PA-19060,2015-03-02,2015-03-02 21:29:27,Central,Richmond,Office Supplies,10.16,1,10.16,,56,Premium,S06,,pete37
T12308,SV-20935,2017-11-05,2017-11-05 12:09:07,East,New York City,Technology,78.15,5,390.75,Failed,34,Free,S01,susan.vittorini@example.com,susan99
T14359,RR-19315,2017-12-11,2017-12-11 20:33:44,Central,Aurora,Furniture,77.72,1,77.72,Failed,34,Basic,S10,ralph.ritter@example.com,ralph45
T18352,BO-11350,2017-05-03,2017-05-03 11:49:53,East,Philadelphia,Furniture,16.22,2,32.448,Pending,27,Free,S03,bill.overfelt@example.com,bill46
T10701,JO-15550,2015-05-14,2015-05-14 10:54:44,East,Chester,Office Supplies,1.63,3,4.896,Pending,66,Free,S02,jesus.ocampo@example.com,jesus78
T12017,BK-11260,2015-03-19,2015-03-19 18:22:04,West,San Bernardino,Office Supplies,8.78,2,17.568,Failed,65,Free,S02,berenike.kampe@example.com,berenike89
T19359,JD-15895,2016-01-25,2016-01-25 12:10:25,East,New York City,Furniture,104.57,3,313.722,Completed,23,Basic,S02,jonathan.doherty@example.com,jonathan36
T16444,BW-11110,2016-10-13,2016-10-13 19:55:44,East,New York City,Office Supplies,4.98,5,24.9,Completed,23,Premium,S01,,bart56
T18061,TC-20980,2015-09-20,2015-09-20 12:02:51,East,Long Beach,Office Supplies,12.28,5,61.4,Completed,39,Basic,S11,tamara.chand@example.com,tamara76
T18973,RD-19900,2014-11-19,2014-11-19 09:47:05,East,Philadelphia,Technology,47.5,1,47.496,Completed,39,Basic,S03,ruben.dartt@example.com, 
T18332,PS-18760,2016-03-09,2016-03-09 15:44:43,East,Andover,Office Supplies,11.21,1,11.21,Pending,36,Free,S02,pamela.stobb@example.com,pamela43
T15286,LH-17020,2017-05-05,2017-05-05 17:22:38,West,Louisville,Office Supplies,2.36,9,21.24,Failed,67,Basic,S06,lisa.hazard@example.com,lisa71
T14943,IL-15100,2015-02-06,2015-02-06 14:15:19,East,Wilmington,Office Supplies,2.84,2,5.68,Completed,59,Premium,S07,ivan.liston@example.com,ivan1
T18955,VG-21790,2014-08-08,2014-08-08 16:12:30,South,Jacksonville,Furniture,38.86,4,155.456,Failed,49,Premium,S12,vivek.gonzalez@example.com,vivek96
T16017,AY-10555,2014-04-06,2014-04-06 08:32:11,West,Los Angeles,Furniture,4.73,7,33.11,Failed,27,Free,S02,andy.yotov@example.com,andy16
T14034,SN-20710,2016-09-26,2016-09-26 19:11:03,West,Covington,Technology,25.0,4,100,Failed,65,Free,S04,steve.nguyen@example.com,steve9
T12760,JP-16135,2016-03-11,2016-03-11 09:16:51,South,Columbus,Office Supplies,120.33,4,481.32,Completed,47,Basic,S11,julie.prescott@example.com,julie98
T11036,AG-10390,2016-11-20,2016-11-20 08:07:19,East,Cincinnati,Office Supplies,4.81,3,14.427,,18,Basic,S01,allen.goldenen@example.com,allen42
T11869,CH-12070,2015-06-25,2015-06-25 09:30:55,East,Philadelphia,Office Supplies,39.13,2,78.256,Pending,54,Premium,S09,cathy.hwang@example.com,cathy20
T14602,MG-17890,2015-07-16,2015-07-16 15:16:23,East,Baltimore,Office Supplies,2.88,4,11.52,Completed,45,Free,S09,michael.granlund@example.com,michael91
T15645,SJ-20125,2017-03-23,2017-03-23 20:37:08,West,Seattle,Office Supplies,6.95,5,34.76,Completed,47,Free,S05,sanjit.jacobs@example.com,sanjit65
T11215,SP-20620,2017-09-09,2017-09-09 14:50:10,East,Philadelphia,Office Supplies,4.5,1,4.503,Pending,26,Basic,S02,stefania.perrino@example.com,stefania51
T19591,HD-14785,2014-05-11,2014-05-11 13:51:50,Central,Chicago,Office Supplies,11.62,9,104.58,Completed,70,Premium,S06,harold.dahlen@example.com,harold43
T10871,PK-18910,2016-09-03,2016-09-03 19:08:20,East,Philadelphia,Technology,93.59,3,280.782,Completed,24,Free,S03,paul.knutson@example.com,paul52
T14305,AH-10585,2014-10-26,2014-10-26 12:16:58,West,Seattle,Furniture,15.98,4,63.92,Failed,43,Premium,S06,angele.hood@example.com,angele55
T13035,BD-11605,2015-06-11,11/6/2015 19.42,South,Monroe,Technology,,6,53.7,Completed,55,Basic,S08,brian.dahlen@example.com,brian29
T17958,GG-14650,2017-10-05,2017-10-05 16:11:12,West,Chico,Office Supplies,3.95,4,15.8,Completed,70,Basic,S07,greg.guthrie@example.com,greg52
T19383,CC-12670,2014-12-23,2014-12-23 16:37:54,South,Tampa,Office Supplies,1.34,1,1.344,Failed,52,Basic,S05,craig.carreira@example.com,craig62
T13114,MS-17770,2016-08-23,2016-08-23 12:21:56,West,Seattle,Office Supplies,27.18,5,135.9,Pending,51,Free,S06,maxwell.schwartz@example.com,maxwell57
T14881,TB-21175,2017-11-02,2017-11-02 18:48:27,South,Henderson,Furniture,243.98,4,975.92,Failed,48,Premium,S04,thomas.boland@example.com,thomas81
T18830,VP-21760,2014-10-06,2014-10-06 21:29:06,Central,Indianapolis,Office Supplies,,2,386.34,Failed,33,Basic,S01,victoria.pisteka@example.com,victoria32
T18774,LC-16960,2015-02-23,2015-02-23 17:46:54,East,New York City,Office Supplies,4.48,6,26.88,,25,Basic,S10,lindsay.castell@example.com,lindsay56
T17050,BF-11005,2014-09-25,2014-09-25 11:01:37,West,Aurora,Office Supplies,7.29,2,14.576,,65,Basic,S10,barry.franz@example.com,barry84
T17545,BS-11380,2017-12-02,2017-12-02 09:15:22,West,Denver,Furniture,181.34,5,906.68,Pending,57,Basic,S02,bill.stewart@example.com,bill91
T19691,TA-21385,2017-04-04,2017-04-04 13:59:33,East,New York City,Office Supplies,1.76,4,7.04,Pending,47,Premium,S03,tom.ashbrook@example.com,tom65
T11207,SW-20755,2016-07-14,2016-07-14 16:28:07,East,New York City,Office Supplies,11.21,1,11.21,Pending,39,Basic,S09,steven.ward@example.com,steven84
T18715,TS-21430,2017-07-11,2017-07-11 17:49:26,West,San Diego,Office Supplies,5.96,5,29.8,Failed,20,Premium,S07,tom.stivers@example.com,tom76
T14734,RB-19435,2015-03-29,2015-03-29 14:25:22,West,San Diego,Furniture,,3,19.92,Pending,19,Free,S08,richard.bierner@example.com,richard8
T17516,JL-15835,2017-12-09,2017-12-09 20:27:36,South,Richmond,Office Supplies,42.98,5,214.9,Completed,47,Premium,S03,john.lee@example.com,john58
T18660,MH-17620,2016-09-03,2016-09-03 15:11:32,East,Cincinnati,Office Supplies,5.16,6,30.96,Completed,33,Premium,S07,matt.hagelstein@example.com,matt28
T15088,KN-16390,2015-03-05,2015-03-05 08:42:53,East,Philadelphia,Technology,10.31,1,10.312,Completed,59,Basic,S08,katherine.nockton@example.com,katherine94
T11950,AC-10615,2017-09-02,2017-09-02 13:49:15,East,New York City,Office Supplies,12.98,1,12.98,Failed,27,Free,S05,ann.chong@example.com,ann83
T10459,NF-18385,2016-09-26,2016-09-26 10:28:18,Central,Decatur,Office Supplies,4.46,2,8.928,Completed,19,Premium,S06,natalie.fritzler@example.com, 
T16674,TW-21025,2015-09-05,2015-09-05 08:00:18,South,Charlottesville,Furniture,16.99,4,67.96,Failed,51,Free,S09,tamara.willingham@example.com,tamara88
T13890,SV-20785,2014-06-02,2014-06-02 18:38:01,South,Roswell,Office Supplies,178.47,2,356.94,Completed,19,Basic,S03,stewart.visinsky@example.com,stewart29
T14465,DS-13030,2017-09-28,2017-09-28 16:27:28,West,Aurora,Office Supplies,104.9,2,209.792,Pending,48,Premium,S11,darrin.sayre@example.com,darrin43
T15248,JE-15745,2015-05-21,2015-05-21 17:06:28,Central,Frankfort,Office Supplies,2.6,8,20.768,Completed,52,Basic,S06,joel.eaton@example.com,joel48
T18613,HG-14965,2016-01-28,2016-01-28 20:14:10,West,Los Angeles,Office Supplies,19.84,2,39.68,Completed,44,Premium,S11,henry.goldwyn@example.com,henry33
T12360,CP-12340,2014-03-17,2014-03-17 11:29:53,East,New York City,Furniture,204.64,3,613.908,Completed,62,Premium,S02,christine.phan@example.com,christine32
T17312,SC-20575,2015-10-09,2015-10-09 15:35:13,South,Miami,Office Supplies,0.94,2,1.872,Pending,53,Premium,S07,sonia.cooley@example.com,sonia89
T18471,PN-18775,2017-04-23,2017-04-23 12:57:14,South,Clarksville,Technology,22.7,2,45.408,Completed,58,Free,S08,parhena.norris@example.com,parhena35
T14292,AT-10435,2017-12-09,2017-12-09 08:14:46,West,Los Angeles,Furniture,99.59,9,896.328,,34,Premium,S12,alyssa.tate@example.com,alyssa86
T16853,MF-18250,2017-12-23,2017-12-23 08:03:49,South,Little Rock,Office Supplies,15.51,4,62.04,Failed,39,Basic,S02,monica.federle@example.com,monica13
T16762,DB-12970,2016-07-24,2016-07-24 20:57:09,East,New York City,Furniture,126.88,2,253.764,Failed,49,Premium,S07,darren.budd@example.com,darren89
T13380,PO-19180,2017-03-17,2017-03-17 16:29:45,Central,Houston,Office Supplies,3.42,3,10.272,Failed,45,Free,S11,philisse.overcash@example.com,philisse85
T11835,AS-10045,2017-08-01,2017-08-01 16:50:50,Central,Austin,Office Supplies,5.18,7,36.288,Pending,39,Free,S08,aaron.smayling@example.com,aaron7
T16567,CB-12025,2017-02-05,2017-02-05 12:49:25,Central,Waco,Office Supplies,61.0,4,243.992,Failed,56,Premium,S07,cassandra.brandow@example.com,cassandra30
T17112,KM-16720,2016-04-19,2016-04-19 13:21:19,East,New York City,Office Supplies,35.98,2,71.96,Completed,32,Premium,S09,kunst.miller@example.com,kunst91
T11911,SC-20770,2016-11-15,2016-11-15 17:11:27,West,Los Angeles,Technology,33.13,3,99.39,Completed,40,Free,S08,stewart.carmichael@example.com,stewart66
T15884,EH-13765,2016-03-13,2016-03-13 12:00:42,West,San Francisco,Furniture,14.14,2,28.28,Pending,65,Free,S12,edward.hooks@example.com,edward56
T18466,MC-18100,2015-04-09,2015-04-09 15:50:03,East,New York City,Office Supplies,5.98,3,17.94,Completed,27,Free,S06,mick.crebagga@example.com,mick98
T18017,NF-18595,2014-09-09,2014-09-09 10:03:53,East,Lancaster,Furniture,10.11,6,60.672,Failed,65,Basic,S03,nicole.fjeld@example.com,nicole18
T19833,GA-14515,2014-05-18,2014-05-18 19:28:41,Central,Dallas,Office Supplies,3.98,1,3.984,Completed,46,Premium,S03,george.ashbrook@example.com,george81
T13188,KB-16585,2017-03-12,2017-03-12 20:09:57,East,Lowell,Technology,9.99,7,69.93,Completed,70,Basic,S02,ken.black@example.com,ken18
T11641,TB-21280,2016-05-26,2016-05-26 18:05:53,East,Washington,Office Supplies,6.35,2,12.7,Failed,60,Free,S03,toby.braunhardt@example.com,toby25
T11965,RW-19690,2017-09-10,2017-09-10 17:42:07,Central,Springfield,Office Supplies,95.43,3,286.29,Pending,66,Premium,S05,robert.waldorf@example.com,robert69
T13709,SS-20140,2014-11-23,2014-11-23 09:20:31,Central,Mesquite,Office Supplies,11.39,3,34.176,Failed,62,Basic,S08,saphhira.shifley@example.com,saphhira44
T17571,RL-19615,2014-12-05,2014-12-05 11:48:06,West,Los Angeles,Office Supplies,5.0,3,15,Pending,61,Basic,S10,rob.lucas@example.com,rob86
T18026,DM-13525,2015-09-11,2015-09-11 13:42:40,East,New York City,Furniture,105.34,2,210.68,Failed,65,Premium,S06,don.miller@example.com,don25
T19951,HW-14935,2017-06-01,2017-06-01 15:14:12,Central,Indianapolis,Technology,39.89,1,39.89,Completed,37,Basic,S03,helen.wasserman@example.com,helen25
T10766,CS-12250,2014-01-13,2014-01-13 15:11:20,South,Bossier City,Technology,107.79,6,646.74,Pending,58,Premium,S11,chris.selesnick@example.com,chris68
T16441,BW-11110,2016-10-13,2016-10-13 18:40:29,East,New York City,Office Supplies,6.94,5,34.7,Pending,60,Basic,S08,bart.watters@example.com,bart21
T15025,RF-19735,2017-07-29,2017-07-29 17:10:28,Central,Oklahoma City,Office Supplies,16.74,2,33.48,Pending,18,Premium,S09,roland.fjeld@example.com,roland60
T16593,KB-16585,2015-04-30,2015-04-30 11:20:47,West,San Francisco,Technology,3.96,5,19.8,Failed,51,Premium,S12,ken.black@example.com,ken42
T14688,HL-15040,2016-06-24,2016-06-24 21:29:35,Central,Richmond,Technology,48.99,9,440.91,Completed,56,Free,S10,hunter.lopez@example.com,hunter42
T18236,CJ-12010,2017-05-01,2017-05-01 19:28:31,South,Jacksonville,Furniture,233.32,4,933.262,,46,Basic,S05,caroline.jumper@example.com,caroline15
T18889,ML-17755,2017-12-01,2017-12-01 17:32:48,West,Stockton,Furniture,69.96,9,629.64,Failed,19,Premium,S08,max.ludwig@example.com, 
T12128,JK-16120,2015-10-04,2015-10-04 10:14:27,East,Philadelphia,Furniture,21.65,3,64.944,Pending,55,Free,S03,julie.kriz@example.com,julie52
T19205,FH-14365,2016-12-01,2016-12-01 20:03:57,West,Los Angeles,Office Supplies,2.88,8,23.04,Pending,63,Basic,S10,fred.hopkins@example.com,fred52
T11409,KD-16270,2016-09-02,2016-09-02 19:30:50,East,New York City,Furniture,19.99,2,39.98,Failed,47,Basic,S10,karen.daniels@example.com,karen60
T14398,JL-15835,2014-07-07,2014-07-07 21:08:29,East,Philadelphia,Furniture,86.09,2,172.186,Pending,69,Premium,S11,,john85
T19215,BF-10975,2017-09-30,2017-09-30 08:04:59,East,Philadelphia,Office Supplies,2.95,7,20.664,Failed,66,Premium,S01,barbara.fisher@example.com,barbara42
T15669,SE-20110,2016-06-11,2016-06-11 14:29:28,West,Seattle,Office Supplies,3.86,14,53.984,Failed,30,Basic,S04,sanjit.engle@example.com,sanjit38
T16985,JA-15970,2016-09-01,2016-09-01 21:19:11,Central,Detroit,Office Supplies,94.19,4,376.74,,19,Basic,S03,joseph.airdo@example.com,joseph79
T19884,KE-16420,2014-04-03,2014-04-03 09:14:53,West,Los Angeles,Office Supplies,5.58,2,11.16,Failed,23,Basic,S06,katrina.edelman@example.com,katrina56
T17743,KT-16480,2017-08-20,2017-08-20 09:58:09,West,Los Angeles,Office Supplies,6.48,4,25.92,Failed,44,Premium,S09,kean.thornton@example.com,kean10
T17026,SP-20545,2017-02-06,2017-02-06 19:57:44,East,New York City,Technology,37.91,6,227.46,Pending,70,Free,S11,sibella.parks@example.com,sibella85
T18116,RW-19540,2017-08-29,2017-08-29 17:05:26,West,Los Angeles,Furniture,49.34,3,148.02,Completed,57,Premium,S08,rick.wilson@example.com,rick40
T10835,JB-15400,2016-07-23,2016-07-23 21:46:59,South,Tampa,Office Supplies,11.85,2,23.696,Failed,43,Basic,S11,jennifer.braxton@example.com,jennifer90
T13509,SC-20020,2014-06-20,2014-06-20 19:15:12,Central,Plano,Office Supplies,5.18,3,15.552,Failed,51,Basic,S06,sam.craven@example.com,sam11
T13158,EM-13810,2015-08-24,2015-08-24 14:32:03,East,New York City,Technology,13.0,2,26,Completed,19,Premium,S07,eleni.mccrary@example.com, 
T15158,GH-14410,2017-06-30,2017-06-30 10:11:01,Central,Chicago,Furniture,189.69,3,569.058,Pending,51,Free,S01,gary.hansen@example.com,gary99
T19981,SW-20455,2015-09-06,2015-09-06 20:19:01,South,Lafayette,Furniture,85.98,1,85.98,Failed,58,Free,S05,shaun.weien@example.com,shaun52
T10269,CA-12310,2017-12-09,2017-12-09 18:11:48,East,Cincinnati,Office Supplies,,1,37.208,Completed,68,Basic,S09,christine.abelman@example.com,christine99
T11095,BT-11485,2015-12-27,2015-12-27 21:33:20,East,Clinton,Office Supplies,177.98,2,355.96,Failed,27,Basic,S09,brad.thomas@example.com,brad78
T14910,BH-11710,2017-01-14,2017-01-14 17:48:37,South,Johnson City,Office Supplies,6.11,3,18.336,,59,Free,S09,brosina.hoffman@example.com,brosina51
T11359,LB-16735,2017-04-26,2017-04-26 10:47:38,Central,Fort Worth,Furniture,1.99,1,1.988,Failed,41,Premium,S09,larry.blacks@example.com,larry57
T16560,DK-12835,2016-07-21,2016-07-21 08:07:12,West,Roseville,Office Supplies,83.98,5,419.9,Pending,66,Basic,S03,damala.kotsonis@example.com,damala41
T10745,SS-20875,2016-08-27,2016-08-27 18:03:54,Central,Dallas,Office Supplies,4.62,1,4.624,Pending,41,Premium,S01,sung.shariari@example.com,sung56
T15256,AH-10195,2015-03-05,2015-03-05 15:56:26,East,Bethlehem,Furniture,16.78,2,33.568,Pending,54,Premium,S06,alan.haines@example.com,alan12
T14188,SG-20890,2017-05-18,2017-05-18 17:41:34,Central,Mcallen,Office Supplies,2.0,1,1.996,Completed,68,Free,S08,susan.gilcrest@example.com,susan82
T16852,JO-15145,2016-01-08,2016-01-08 16:03:57,Central,Franklin,Office Supplies,15.15,7,106.05,Failed,69,Premium,S09,jack.o'briant@example.com,jack25
T13513,HW-14935,2017-09-04,2017-09-04 12:03:27,Central,Chicago,Furniture,91.69,9,825.174,Failed,69,Basic,S09,helen.wasserman@example.com,helen62
T11234,BG-11695,2016-05-30,2016-05-30 11:15:56,East,Cincinnati,Technology,419.99,2,839.988,Failed,48,Basic,S07,brooke.gillingham@example.com,brooke83
T18749,BO-11350,2017-02-02,2017-02-02 10:31:41,West,San Diego,Technology,119.99,2,239.984,Pending,51,Premium,S04,bill.overfelt@example.com,bill89
T13324,TH-21550,2015-07-23,2015-07-23 14:05:50,East,New York City,Furniture,42.94,3,128.82,Pending,56,Premium,S12,tracy.hopkins@example.com,tracy76
T13458,AS-10090,2017-09-16,2017-09-16 08:16:45,East,Philadelphia,Furniture,7.5,3,22.512,Completed,38,Free,S12,adam.shillingsburg@example.com,adam30
T18778,EA-14035,2016-07-02,2016-07-02 18:42:00,Central,Huntsville,Office Supplies,5.18,8,41.472,Failed,22,Premium,S08,erin.ashbrook@example.com,erin41
